percentile,threshold,TPR,FPR,precision,F1,detection_rate_%
50,0.12065598,0.20689655172413693,0.49999999999998745,0.6774193548386988,0.3169811320751109,20.689655172413694
52,0.12172368,0.2019704433497527,0.4749999999999881,0.6833333333333219,0.31178707224299146,20.19704433497527
54,0.12470951,0.17733990147783163,0.44999999999998874,0.6666666666666543,0.2801556420230122,17.733990147783164
56,0.1339295,0.1182266009852211,0.44999999999998874,0.5714285714285579,0.1959183673466531,11.82266009852211
58,0.13626045,0.10837438423645267,0.42499999999998933,0.5641025641025497,0.18181818181790996,10.837438423645267
60,0.13788857,0.10837438423645267,0.39999999999999,0.5789473684210373,0.1825726141076167,10.837438423645267
62,0.1399417,0.09852216748768425,0.3749999999999906,0.5714285714285551,0.16806722689050405,9.852216748768425
64,0.14000751,0.09852216748768425,0.3749999999999906,0.5714285714285551,0.16806722689050405,9.852216748768425
66,0.14103903,0.09852216748768425,0.3499999999999912,0.5882352941176298,0.1687763713077697,9.852216748768425
68,0.14318535,0.09359605911330003,0.32499999999999185,0.5937499999999815,0.16170212765933784,9.359605911330004
70,0.14498906,0.08866995073891581,0.2999999999999925,0.59999999999998,0.15450643776801465,8.866995073891582
72,0.14547502,0.08866995073891581,0.27499999999999314,0.6206896551723924,0.15517241379288335,8.866995073891582
74,0.14666523,0.08866995073891581,0.27499999999999314,0.6206896551723924,0.15517241379288335,8.866995073891582
76,0.14811991,0.08374384236453161,0.24999999999999373,0.6296296296296063,0.14782608695631325,8.374384236453162
78,0.14911483,0.08374384236453161,0.22499999999999437,0.6538461538461288,0.14847161572032144,8.374384236453162
80,0.15040646,0.07389162561576318,0.199999999999995,0.65217391304345,0.1327433628316744,7.389162561576318
82,0.15384528,0.06403940886699476,0.199999999999995,0.6190476190475896,0.11607142857125761,6.403940886699476
84,0.1541423,0.06403940886699476,0.1749999999999956,0.6499999999999676,0.11659192825095674,6.403940886699476
86,0.1549117,0.06403940886699476,0.14999999999999625,0.6842105263157535,0.11711711711695955,6.403940886699476
88,0.15599038,0.06403940886699476,0.12499999999999686,0.7222222222221821,0.11764705882337873,6.403940886699476
90,0.158352,0.05911330049261055,0.0999999999999975,0.7499999999999533,0.10958904109575399,5.911330049261055
92,0.16882578,0.0394088669950737,0.0999999999999975,0.6666666666666111,0.0744186046510567,3.9408866995073697
94,0.17261022,0.024630541871921062,0.07499999999999812,0.6249999999999218,0.04739336492883656,2.4630541871921063
96,0.17471528,0.01970443349753685,0.04999999999999875,0.6666666666665555,0.03827751196166636,1.9704433497536848
98,0.17861459,0.009852216748768424,0.024999999999999373,0.6666666666664445,0.019417475728126448,0.9852216748768424
