percentile,threshold,TPR,FPR,precision,F1,detection_rate_%
50,0.0068889284,0.5615763546798002,0.49999999999998745,0.8507462686567101,0.6765578635010006,56.157635467980015
52,0.007323046,0.4729064039408844,0.4749999999999881,0.8347826086956449,0.6037735849051948,47.29064039408844
54,0.0073402454,0.4729064039408844,0.44999999999998874,0.8421052631578874,0.6056782334380214,47.29064039408844
56,0.007559056,0.46305418719211594,0.44999999999998874,0.8392857142857069,0.5968253968249347,46.305418719211595
58,0.0076273433,0.46305418719211594,0.42499999999998933,0.8468468468468393,0.5987261146492207,46.305418719211595
60,0.00806639,0.4285714285714265,0.39999999999999,0.8446601941747491,0.5686274509799418,42.85714285714265
62,0.008783441,0.3645320197044317,0.3749999999999906,0.8314606741572941,0.5068493150680659,36.453201970443175
64,0.009130113,0.33497536945812645,0.3749999999999906,0.8192771084337251,0.47552447552406024,33.49753694581265
66,0.009212611,0.325123152709358,0.3499999999999912,0.8249999999999897,0.46643109540595157,32.5123152709358
68,0.009330351,0.325123152709358,0.32499999999999185,0.835443037974673,0.46808510638257206,32.5123152709358
70,0.009435085,0.3201970443349738,0.2999999999999925,0.8441558441558332,0.46428571428531223,32.01970443349738
72,0.009549972,0.31034482758620535,0.27499999999999314,0.8513513513513399,0.45487364620899134,31.034482758620534
74,0.010282444,0.2857142857142843,0.27499999999999314,0.8405797101449154,0.42647058823491224,28.57142857142843
76,0.010474101,0.26600985221674744,0.24999999999999373,0.8437499999999869,0.4044943820221043,26.600985221674744
78,0.011014232,0.2413793103448264,0.22499999999999437,0.8448275862068819,0.37547892720271664,24.13793103448264
80,0.011736176,0.21182266009852113,0.199999999999995,0.8431372549019442,0.3385826771650307,21.182266009852114
82,0.011825078,0.21182266009852113,0.199999999999995,0.8431372549019442,0.3385826771650307,21.182266009852114
84,0.012078676,0.1921182266009843,0.1749999999999956,0.8478260869565033,0.3132530120478891,19.21182266009843
86,0.0122379325,0.1921182266009843,0.14999999999999625,0.8666666666666474,0.31451612903195847,19.21182266009843
88,0.013198908,0.1576354679802948,0.12499999999999686,0.8648648648648415,0.2666666666664036,15.763546798029479
90,0.015203554,0.14778325123152636,0.0999999999999975,0.8823529411764446,0.25316455696177737,14.778325123152635
92,0.016039645,0.14778325123152636,0.0999999999999975,0.8823529411764446,0.25316455696177737,14.778325123152635
94,0.016958492,0.14285714285714216,0.07499999999999812,0.9062499999999716,0.24680851063806047,14.285714285714215
96,0.017509734,0.13300492610837372,0.04999999999999875,0.9310344827585887,0.23275862068943437,13.300492610837372
98,0.01874693,0.11330049261083688,0.024999999999999373,0.9583333333332935,0.2026431718059765,11.330049261083689
