percentile,threshold,TPR,FPR,precision,F1,detection_rate_%
50,0.002731714,0.5714285714284898,0.49999999999998745,0.16666666666665975,0.258064516128666,57.14285714284898
52,0.0027894482,0.5714285714284898,0.4749999999999881,0.17391304347825332,0.26666666666629113,57.14285714284898
54,0.0028287035,0.5714285714284898,0.44999999999998874,0.18181818181817358,0.27586206896513205,57.14285714284898
56,0.0029294605,0.5714285714284898,0.44999999999998874,0.18181818181817358,0.27586206896513205,57.14285714284898
58,0.0029958633,0.5714285714284898,0.42499999999998933,0.19047619047618142,0.2857142857138903,57.14285714284898
60,0.0030251432,0.5714285714284898,0.39999999999999,0.19999999999999002,0.29629629629589027,57.14285714284898
62,0.003043739,0.5714285714284898,0.3749999999999906,0.21052631578946263,0.30769230769189054,57.14285714284898
64,0.0031162035,0.5714285714284898,0.3749999999999906,0.21052631578946263,0.30769230769189054,57.14285714284898
66,0.0031554953,0.5714285714284898,0.3499999999999912,0.2222222222222099,0.31999999999957124,57.14285714284898
68,0.0032129346,0.5714285714284898,0.32499999999999185,0.235294117647045,0.3333333333328924,57.14285714284898
70,0.0032798222,0.5714285714284898,0.2999999999999925,0.2499999999999844,0.34782608695606815,57.14285714284898
72,0.0033399595,0.5714285714284898,0.27499999999999314,0.2666666666666489,0.3636363636358967,57.14285714284898
74,0.0033483393,0.5714285714284898,0.27499999999999314,0.2666666666666489,0.3636363636358967,57.14285714284898
76,0.003708897,0.5714285714284898,0.24999999999999373,0.2857142857142653,0.38095238095190026,57.14285714284898
78,0.0043134503,0.5714285714284898,0.22499999999999437,0.307692307692284,0.399999999999505,57.14285714284898
80,0.0048966315,0.5714285714284898,0.199999999999995,0.33333333333330556,0.42105263157843764,57.14285714284898
82,0.005002814,0.5714285714284898,0.199999999999995,0.33333333333330556,0.42105263157843764,57.14285714284898
84,0.005093315,0.5714285714284898,0.1749999999999956,0.36363636363633056,0.44444444444391973,57.14285714284898
86,0.0055257683,0.5714285714284898,0.14999999999999625,0.39999999999996,0.47058823529357785,57.14285714284898
88,0.00613958,0.5714285714284898,0.12499999999999686,0.44444444444439507,0.4999999999994453,57.14285714284898
90,0.0069610006,0.5714285714284898,0.0999999999999975,0.4999999999999375,0.5333333333327644,57.14285714284898
92,0.008908762,0.14285714285712245,0.0999999999999975,0.19999999999996,0.16666666666615276,14.285714285712245
94,0.010437435,0.14285714285712245,0.07499999999999812,0.2499999999999375,0.18181818181768594,14.285714285712245
96,0.011543652,0.14285714285712245,0.04999999999999875,0.33333333333322224,0.19999999999954002,14.285714285712245
98,0.01280748,0.14285714285712245,0.024999999999999373,0.49999999999975,0.22222222222182714,14.285714285712245
