percentile,threshold,TPR,FPR,precision,F1,detection_rate_%
50,0.0030095545,0.5714285714284898,0.49999999999998745,0.16666666666665975,0.258064516128666,57.14285714284898
52,0.0030759012,0.5714285714284898,0.4749999999999881,0.17391304347825332,0.26666666666629113,57.14285714284898
54,0.0031780093,0.5714285714284898,0.44999999999998874,0.18181818181817358,0.27586206896513205,57.14285714284898
56,0.0032502196,0.5714285714284898,0.44999999999998874,0.18181818181817358,0.27586206896513205,57.14285714284898
58,0.003272133,0.5714285714284898,0.42499999999998933,0.19047619047618142,0.2857142857138903,57.14285714284898
60,0.0033143382,0.5714285714284898,0.39999999999999,0.19999999999999002,0.29629629629589027,57.14285714284898
62,0.003373455,0.5714285714284898,0.3749999999999906,0.21052631578946263,0.30769230769189054,57.14285714284898
64,0.0033835834,0.5714285714284898,0.3749999999999906,0.21052631578946263,0.30769230769189054,57.14285714284898
66,0.0034380557,0.5714285714284898,0.3499999999999912,0.2222222222222099,0.31999999999957124,57.14285714284898
68,0.0037068836,0.5714285714284898,0.32499999999999185,0.235294117647045,0.3333333333328924,57.14285714284898
70,0.0040462315,0.5714285714284898,0.2999999999999925,0.2499999999999844,0.34782608695606815,57.14285714284898
72,0.00430095,0.5714285714284898,0.27499999999999314,0.2666666666666489,0.3636363636358967,57.14285714284898
74,0.0043115783,0.5714285714284898,0.27499999999999314,0.2666666666666489,0.3636363636358967,57.14285714284898
76,0.004405525,0.5714285714284898,0.24999999999999373,0.2857142857142653,0.38095238095190026,57.14285714284898
78,0.0045044157,0.5714285714284898,0.22499999999999437,0.307692307692284,0.399999999999505,57.14285714284898
80,0.004621937,0.5714285714284898,0.199999999999995,0.33333333333330556,0.42105263157843764,57.14285714284898
82,0.0048265015,0.5714285714284898,0.199999999999995,0.33333333333330556,0.42105263157843764,57.14285714284898
84,0.005524703,0.5714285714284898,0.1749999999999956,0.36363636363633056,0.44444444444391973,57.14285714284898
86,0.0062073823,0.5714285714284898,0.14999999999999625,0.39999999999996,0.47058823529357785,57.14285714284898
88,0.0066700485,0.5714285714284898,0.12499999999999686,0.44444444444439507,0.4999999999994453,57.14285714284898
90,0.0069081895,0.5714285714284898,0.0999999999999975,0.4999999999999375,0.5333333333327644,57.14285714284898
92,0.0076462673,0.5714285714284898,0.0999999999999975,0.4999999999999375,0.5333333333327644,57.14285714284898
94,0.008955916,0.2857142857142449,0.07499999999999812,0.39999999999992,0.33333333333279164,28.57142857142449
96,0.010077198,0.0,0.04999999999999875,0.0,0.0,0.0
98,0.010756163,0.0,0.024999999999999373,0.0,0.0,0.0
